id,for,by,meetDate,meetLocation,type,duration,price,recommended,visitAgain,valueForMoney,overallRatings,venue.description,venue.score,meeting.description,meeting.score,worker.attributes.physical.description,worker.attributes.physical.score,worker.attributes.personality.description,worker.attributes.personality.score,worker.attributes.service.description,worker.attributes.service.score
684600,sexycleo,Member Not Active,Saturday 18 August,Leeds,In-call,1 HOUR,£100,Yes,Yes,Excellent,10,"* Met at her flat

* It was clean and tidy

* Easy to find

* Parking nearby

* Felt perfectly safe

* Reasonable Price",10-Oct,"I put the money on the table and we were pretty quickly drawn to each other and kissing- perfect because that was exactly what I wanted, didn't want a massage or a chat first!

X X X X X X X X X X X X X X X X X X X X X X X X X

It wasn't forced it was pretty natural, it felt like we were both attracted to each other so it just flowed naturally. Took our time doing this and that before having sex; I never felt rushed and it was totally relaxing and very fun. Cleo is a really nice girl to be with, we were just kissing, feeling each other and exploring each other with our lips. Really nice blow job, she knows what she's doing! Sex was really good and she was moaning with pleasure which I really like! She never had an eye on the clock until the appointment was over and it was never a rushed thing at all.

Cleo is not, to be honest, the kind of girl I would describe as 'my type' - by that I only really mean because her hair is short and dark coloured - but sometimes girls are just plain sexy and fun to be with. The sex was great and she was a right laugh! We had a good chat after sex and I could've gone again eventually but was enjoying talking and time flies when you're having fun! So I was off with a smile on my face and I'm definitely going to return X X X X X X X X",10-Oct,"Very pretty girl, short dark red hair, etc etc.

Check her profile pictures they are accurate

XXXXXXX XXXXXX XXXXXXXX XXXXXXXX XXXXXX XXXXXXXXXXXXXXXX XXXXXXXXXXXX XXXXXXXXXX XXXXXXXXXXXXXXXXXXXXXX XXXXXXXX XXXXXXXX XXXXXXX XXXXXXX XXXXXXXXXXXXXXXX XXXXXXXXXXXX XXXXXXXXXXXXXXXXXXX XXXXXXXXXXXXXXXX XXXXXXXXXXXXXXXXXXXXXXXX XXXXXXXX",10-Oct,"Cleo was very friendly and a lot of fun. Was immediately put at ease and felt very comfortable with her straight away. You can tell when someone enjoys what they do and she was just up for some fun with me.
X X X X X X X X X XX X X X X X X X X X X X X",10-Oct,"Booked for one hour, no particular service just go with the flow...........

X X X X X X X X X X XX X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X",10-Oct
684600,sexycleo,Member Not Active,Monday 25 June,Leeds,Out-call,2,220,Yes,Yes,Excellent,10,"So it's 7:30pm on a Monday night had a little drink I'm feeling frisky and a little naughty, as I usually find myself on Adultwork most days thought I'd look for who was available now, with the wife being away for the weekend, up Cleo's profile pops looking good in the profile pic, and remembering the reports posted on here, a quick text was sent asking if she was available for an out-call to which I got a very speedy reply to say she was available and to give her a call, gave Cleo a call and told her it was an out call for a couple of hours and some of the things I like and where I was, Job Done! I got the feeling on the phone that noting was to much for her and came across very obliging, I had read the likes and dislikes before hand (as everyone should) so I knew what was on offer for the prices stated, and for what I wanted I got.",10-Oct,"A very rare occasion it was my place which in truth I was very nervous about at first but with this meet by the end of it I feel silly to think there was anything to worry about it. 9pm, a car pulls up at the end of the drive and Cleo steps out the car and the car drives off.. WOW, wow simply that, I could reel off quite a few compliments but wow sums her up, pictures don't do her justice (even though she looks good in pictures but in person, boy is she hot). Cleo walked up my drive and straight away she looked very good indeed so sexy, opened the door to her and the smile that greeted me was wonderful she looks such a happy little girl, in to the kitchen on with the kettle and made a couple of coffee's stood chatting for a while in the kitchen she had on a long gray coat which she unbuttoned but it stayed closed?

Moved upstairs where we chatted for all of 1 minute before she asked me to make myself comfy whilst she opened her coat to reveal she was only wearing underwear, and what a beautiful body that stood in front of me. Her stood in her underwear with her coat sexily draped over her shoulders and the most heavenly slim body I have laid eyes on she let the coat fall from her shoulders and fall to the floor and sat on the bed next to me, that gave me my first good look at Cleo slim very nice shape small boobs but perfectly formed and I could see her very pert nipples pushing through her bra, we chatted for a while more all the time Cleo stroking my leg and kept her eyes fixed on mine, that is something I do like good eye contact and her glasses make her look so sexy, I had told her I like my back being gently stroked with her nails which she wanted to do straight away so she told me to get undressed and lay on my front, so I was down to my shorts and on my front within seconds, Cleo got her leg over and straddled my lower back and started gently stroking with her nails god she is good at this and did a good 15 minutes on my back working her way down and removing my shorts, and them moved on to more of the same on my bum and legs so relaxing.

Now it was my turn, I asked Cleo to lie face down whilst I massaged her shoulders I undid her bra and moved down to her lower back which she genuinely enjoyed and commented on not allot of guys do this for her and she was in need of (which I think is only kind because this service works both ways). After shoulders I moved from massaging back down to her legs which slowly but surely my hands worked there way up her beautiful legs to leave me massage her crotch through her thong, which had me enjoying this as much as her which was clear to hear. After five minutes of this it was time for her to turn over and me pay a little attention to her breast which she claimed was sensitive and got her turned on, me not being stupid and wanting her turned on immediately had my tongue forcing each nipple out from hiding and fully erect within seconds, very nice big nipples, then I gently massaged her breast with my hands and tongue.

Slowly I worked my way down her body and found myself massaging her clitoris with my tongue through her underwear which I could tell really got her in going. after taking her panties off I paid a lot of attention to down there which I enjoy a hell of allot and so did Cleo, I commented to her she smelt and tasted great (I think she thought I was very out with what I had to say but at the end of the day why be shy). By now Cleo was extremely turned on and wanted to repay the favor so made me lie down and what followed was the greatest wettest pornlike blow job if ever had it was amazing so I knew how I wanted to finish by this point, but that would come later.

Cleo reached down in to her bag and out came the rubber and put it on me, we started in missionary bear in mind I'd had a drink! it really didn't want to go fully in so Cleo suggested doggie and sure enough the site of her sweet ass had me hard and deep in her, was behind her quite awhile Cleo asked how I would like to come and if I wanted more OWO and made me lie down, I was kinda glad I'd had a drink, her technique was so god damn good that if I hadn't been slight over the limit I'd have shot my load a very long time ago but happily I got to enjoy every deep throat, movement of that throat and spit all so much more and longer then normal. I had asked I could stand and cum on her pretty face to which she enthusiastically replied yes, a good few minutes of great pleasure went by and then the mother load came all over her face and glasses my cum streaming down her glorious body, I have seen some sights in the last 2 hours hour all brilliant but they all got better and better to this great finale.

I cleaned myself up and Cleo slipped off to the bathroom while I made so more coffee back up to the bed room and we chatted for ages, around 10:50 she got a text to say her car was waiting she sent one back saying be out soon, she then asked would I like a cuddle before she got dressed who was I to say no we both lay on our sides facing each other kissing and exploring each others body found it quite a sensual moment, got to 10:20 and Cleo said god look a the time I must go got up and got dressed (so no clock watching there) and she quietly slipped back off to the car and it was over as quick as that, but I am not going to forget this punt in a very long time Thank you Cleo for an amazing night in.",10-Oct,"Cleo is slim very nice shape body great legs, small boobs but perfectly formed and great responsive big nipples red hair and sexy glasses,",10-Oct,"Me being a very nervous person when it comes to a punt at home! Too many twitching curtains, needs someone with those special skills to make me feel comfortable straight away so that I unwind and can then have the fun that we all picture in our heads that we want? As soon as she opened her mouth and spoke to me with the lovely Yorkshire accent I was at ease let alone after we spoke for awhile I was putty in her hands, very very good at calming you down and making you feel a 100% at ease. very easy to chat with and always has good sexy eye contact.",10-Oct,lots of hands on massaging both ways OWO and reverse oral penetration mish and doggie come on face and lots of kissing and cuddles,10-Oct
684600,sexycleo,giuy,Thursday 5 April,leeds,In-call,0.5 hour(s,£60,Yes,Yes,Excellent,9.8,"Phoned Cleo on way to Leeds on train arranged to meet as I got to her block 4 minutes walk form the platform easy to find. She arrived in a taxi at just the same time, she was really apologetic (unneccessary but sweet) the bonus was we rode up in the lift together fantastic smile, gorgeous but subtle make up and a look in her eye that made me swell.",10-Oct,"This woman is warm friendly and expertly shifts the experience from demure gfe to submissive slut just as you please I'm sure she can be dom if thats your bag. Her oral skills are second to none her oral skills are second to none if I wasn't so greedy to try everthing else I should have let her drain my balls that way. She was was very perceptive and knew when to take instruction or follow her own initiative. Tasted her sweet clit before ridding in the mish i was running out of time and steam so never got to doggy which I only realised afterwards is her fav, should have read the profile properly beforehand. Finally she finished me manually its the beautiful eyes that tipped me over the edge.

The time slipped by but it was me watching the clock I had to catch the next train through leeds for my next appointment with work.

All in all a first class experience well worth the tri to leeds",10-Oct,"I think Cleo told me she was 26 but her figure really is fantasic she could pass for 19, small firm and B/C pert breasts. Her pictures show the truth but give no sense of the experince in her heels her bum is wonderful.",10-Oct,really relaxed and open she put me at my ease and was neither slutty or cheap but fulfilled teh wicked glint in her eye.,10-Oct,all the services detailed are on offer she doesn't do CIM,09-Oct
684600,sexycleo,Member Not Active,Tuesday 6 March,Leeds,In-call,1,100,Yes,Yes,Excellent,10,"The building is easy to find, very conveniently located, and discrete. Cleo's apartment is clean and welcoming.",10-Oct,"I was offered a shower before and after, and availed myself of that both times. The bathroom is clean and tidy, and a clean towel was provided.

There was no clock-watching - I eventually decided to leave, after more than the hour was up, because I didn't want to take up any more of lovely Cleo's time (I could have stayed and talked all afternoon).

I am not so arrogant as to assume that Cleo enjoyed it, but if she didn't, she is certainly a convincing actress.

I was completely blown away by Cleo's beauty. I couldn't help but gaze at her lovely face throughout (hope you didn't mind, Cleo!), and kept on telling Cleo how beautiful she is.

When walking around town later, I noticed people staring at me, and then realised I was walking round with a huge smile on my face. I can't wait until the next time, and cannot recommend Cleo highly enough.",10-Oct,"From her photographs, Cleo is clearly a highly attractive lady, but in reality she is even more beautiful. Cleo has a lovely face and a fantastic, petite, well-toned body. In fact, Cleo is like a tiny, perfectly-formed jewel.

Cleo wore the outfit I requested, and looked as good as I hoped she would.",10-Oct,"Cleo is a lovely person. I was initially nervous, but very quickly put at ease. I could have chatted all day with Cleo.",10-Oct,"The services are and will remain confidential between Cleo and myself. Suffice to say, all the services (which were listed in the profile) were provided with relish.",10-Oct
684600,sexycleo,winstonsmith3101,Tuesday 14 February,Leeds,In-call,1 hour(s),£100,Yes,Yes,Excellent,8.8,"Met Cleo at her serviced apartment in Leeds.

Nice and clean, warm and well kept throughout. Easy to find thanks to her faultless directions and you can be pretty anonymous going in.

I was on foot so have no idea what it's like to park but it's very close to the train station.",09-Oct,"Cleo met me at the door wearing a huge smile and a sexy outfit.

I immediately went in for a shower and then after freshening up, took myself over to the bed with Cleo.

Cleo seemed to really enjoy our time together and was certainly not a clock watcher - I was the first to ask about the time.

Cleo gives the most amazing oral - all the better when looking up at you throughout! I returned the favour and she was divine indeed.

We ended up chatting a fair bit and I have to say she's great company. Very intelligent and down to earth. Of course, Cleo and I got back to it and she finished me off with some wonderful oral and handy work :)

I left with a smile on my face and my journey home was all the sweeter for it. I would happily see her again if back in the area.

Thanks again Cleo.",10-Oct,"Cleo looks incredible - stunning in her sultry glasses and red hair.

She greeted in me in all black underwear and high heels.

Cleo's incredible pictures are entirely accurate - you won't be disappointed.",10-Oct,"Cleo is very friendly and outgoing - certainly put me at ease.

Definitely got the GFE I was expecting. Lots of kisses and touching.",05-Oct,I'm sure all of Cleo's services are accurate. I got the GFE I was expecting and her OWO in particular is fantastic.,10-Oct
684600,sexycleo,dyn_cymru,Monday 6 February,Leeds,In-call,1hr,100,Yes,Yes,Excellent,9.2,"Cleos appartment was warm and cosy.
The appartment was safe and discreat. I can not comment on parking as I was in a hotel 10mins walk away.

The appartment was very easy to find for someone who has never visited Leeds before and thanks to Cleos directions.",09-Oct,"I contacted cleo on the day of the booking with a couple of hours notice. I was very pleased when Cleo got back to me as a few did'nt even bother to reply.

In the appartment Cleo started to get ready in front of me wearing some sexy knickersand stockings which alone was very sexy we chatted a bit before Cleo sat next to me and started to rub my cock. we started to kiss and Cleo rubbed my cock a bit more then she started to undress me.

We got on the bed together and Cleo lay on her front as I rubbed my cock between her ass cheeks. I started with a bit of oral on her and some fingering before Cleo turned around and started to wank me and suck me which felt so amazing and was fantastic she really knows what she's doing in that department, before I knew it I was shooting my load all over her perky boobs. A bit of a rest before a continuation with full sex with Cleo on top before a switch round to doggy position there I just started to fuck furiosly as I was aware of time Cleo was so tight the next thing I know I was spurting my spunk all over her again. YummY.

I must appologise to her about that as I got caught up in the moment and didnt tell Cleo I wanted to cum on her boobs again, I just spurted. Sorry Cleo.",10-Oct,"Cleo was dressed very conservative as we met just outside her appartment because I was a bit early.
Cleo has a very nice figure with lovely soft skin. her pictures are of her and she looks just as sexy in the flesh",09-Oct,"Very chattly and felt like I was chatting to the girl next door. Cleo was very friendly I got everything I expected from her.

Cleo is a really nice girl and I felt compleatly at ease with her. I just wished I lived closer because I think I could be a regular.",09-Oct,"All serives were on offer, I was offered a shower before but refused as only got out of shower 20mins prior. Didn't have one after as Hotel was 10mins away and didnt want to take up more of Cleos time",09-Oct
684600,sexycleo,Blokenextdoor,Sunday 27 November,Leeds,In-call,1.5 hour(s,£130,Yes,Yes,Excellent,10,"The meeting was at Cleos apartment in Leeds, Easy walking distance from train station, with plenty of car parking near by, Cleos apartment was very clean and tidy with secure entry",10-Oct,"My booking with Cleo was a reverse booking for 2pm, but she text me to ask if I would delay the meeting by a coulpe of hours,(reason given) which was no problem with me only to be text again an hour or so later to put it off til 5pm, Again no problem as I had nothing on, But as they say Good things come to he who waits.
I got over to leeds in good time and phoned Cleo to let her know I was there, she was not quite ready and phoned me back a few mins later when she was ready, Cleo then gave me very easy directions to her apartment.
When Cleo opened the door I knew I had made a wise choice she looked fantastic. I was offered a shower but I had already had two showers that afternoon, in preparation.
Anyway coat off and got sat down, Cleo sat on the bed but soon she was sat on my knee, Cleo was wearing very little from the off, my hands were cold but soon warmed them up. very soon we were both on the bed and my clothes on the floor, I'm not one to go into detail thats for me to know, time soon passed and was time to go only after a quick shower.
Would I visit Cleo again? YES of course she is gorgeous
Hope to see you again sometime Cleo xxx",10-Oct,"I booked the meeting with Cleo because of her profile pictures in which she looks fantastic, Well guys she is even better in the flesh. Wow as soon as the door opened I knew I had made a wise choice.",10-Oct,"Cleo was very warm and friendly from the start & very chatty, this was only my second visit with an escort and she soon put me at ease",10-Oct,Cleos services are as described in her profile.,10-Oct
684600,sexycleo,Member Not Active,Monday 7 November,Keighley,Out-call,2 hour(s),£220,Yes,Yes,Excellent,10,"Came to my house so very safe
Arrived on time and very discretely
Dressed as requested but still looked very respectable",10-Oct,"Arrived slightly late due to the autumnal weather - foggy and wet, however kept me fully informed and her driver did a great job in the conditions.
Cleo looked a million dollars fully dressed with that striking hair and those sexy glasses. May not be possible but she looked even better in her delightful underwear.
We shared a massage and I won't go into too much detail other than gently with those erect bullets that her nipples become and enjoy how really wet she gets. Thats one sign that no faking here.
She has a wonderful touch and those eyes mesmerise you as she really enjoys her work.
Cleo seemed to really enjoy our time together and I know i certainly did! Delightfully tight probably due to her horse riding! and loves it deep.
Will I see Cleo again absolutely or too put it another way yes please! Treat her right gents she is one of the genuine treasures on here.",10-Oct,"The photos of Cleo don't do her justice she is much more invigorating in person
Dressed as requested and a joy to undress
Pictures and profile very accurate",10-Oct,"Very friendly and genuine young lady
Definitely a great GFE experience although am sure would be a fantastic PSE if that is what you were after",10-Oct,"Everything stated was on offer and availed myself of those I wished to
Delightfully shaven and gets very wet",10-Oct
684600,sexycleo,Jeansman,Monday 16 May,Leeds,In-call,1 hour(s),£100,Yes,Yes,Excellent,10,"Having enjoyed a lively forum chat in an excellent website, we agreed to meet up, as Cleo stated she could meet my pervy requirements.
Details were duly exchanged and we agreed to meet at Cleo's new flat in Central Leeds.
Very easy to find and plenty of safe parking in the Leeds Central Station car park. Exchanged a limb for the car park - it really did cost an arm and a leg, and I am used to London prices, but these were deffo West End. The parking meter had extra length arms fitted so it could rummage in my pockets and extract every last scheckel..................I am certain it is a cousin of Arkwrights famous till (in Open All Hours!).",10-Oct,"Cleo greeted me at the door dressed as requested,and made me feel very welcome. That cheeky grin and lots of chat, mainly as we gazed out of the window onto the scene of urban devastation below, due to the planned appartment block not being started, although the site had been cleared ready for it. While gazing wistfully out at the scene from ""Bladerunner"" I wa struck by just how nice and warm Cleo is - grand lass. A lovely bot in those spray-on jeans.
Lots more general ""getting to know you"" chat and discussions on Urban Planning, ( or the total lack of it), then, with the paperwork out of the way, we repaired to the sofa, for lots of French kissing and teasing.
By now, we were both feeling extremely horny,and writhing about lots on a fairly small two-seater sofa. Wisely, Cleo suggested we move to the bed. Even though I was still mostly dressed, Cleo quickly got on top and started to facesit and smother me, enjoying feeling me struggle in her hot denim crotch. A right little Domme on the quiet here.......
Occasionally, Cleo even let me up for air - very public-spirited I thought - just to look at me and flash that cheeky grin before condemning me to her denim darkness again.
Feeling my hot breath becoming heavier,, Cleo quickly got off and started to administer a very slow and sensuous blow job, which certainly weakened me as much as her facesitting.
Sensing I was on the verge of cumming,Cleo backed off and started to explore my tonsils with her tongue again, and then getting back astride for more suffocation, but tightening her grip this time.
More struggling and Cleo took pity, giving me some time to breathe again, before she reverted to the suffocation, all the while leaning back and teasing my throbbing cock until it was soaking with pre-cum.
By this time, Cleo could certainly sense I was on the verge of cumming and could not hold back this time, so she suggested I cum on her jeans.
Reversing positions, Cleo quickly got on her back and beckoned me to cum all over the zip area of her tight jeans,which I did in large quantities.
A super time with a very warm, welcoming and friendly lady, and I must apologise now for scoffing Cleos very tasty choccolate biccies while we chatted afterwards.I did feel something of a piggy and guilty.( I promise to replace the packet - no brekkie that day as very busy morning!!!)
Great lady, incredibly sexy and a must for a return visit. Thank-you, Cleo.",10-Oct,"Having fought off the rapacious cyber-creature at the local NCP, I staggered around to Cleo's flat, 5 mins away.Cleo is a very sexy, slim lady, short dark brown hair and great legs. Very attractive and with a very cheeky grin.
Cleo was dressed as I had requested, very tight faded blue jeans, a tight top and no underwear, with knee length spikey-heel boots. I know Cleo had made a special effort to dress as requested as she did tell me that she knew she had the very jeans I was looking for, and spent some time tracking them down in her Tardis-like wardrobe!
Top lady!! I do wonder if she found a Lion and a Witch in there too........",10-Oct,"Cleo is certainly not backward in coming forward. Very chatty and friendly and no doubt a huge flirt with those big eyes and cheeky grin. Very girl next door look.
Cleo certainly provided the GFE I was looking for and enjoyed it as much as I did - or at least I hope she did!",10-Oct,"I had asked for facesitting, cock-teasing,slow OWO and lots of French kissing and certainly got all of these!It is clear that Cleo enjoys her job and her
profile is spot on, accurately reflecting what she is all about - very professional and very very sexy.",10-Oct
684600,sexycleo,Member Not Active,Sunday 24 April,Central Leeds,In-call,30,60,Yes,Yes,Excellent,10,"Met at Cleo's central Leeds apartment, compact and bijou! Dead easy to find with close parking, Cleo met me in the lobby due to issues with the security system, entrance was fine, no neighbours to overlook.
Felt safe and secure.",10-Oct,"This section is always tough as explicit details are expected but feel cold to convey.
Suffice to say, once in her outfit, Cleo played the role of strict officer well, straddled me for a face sitting session, allowed my oral on her to reach a climax and then took me into her mouth for a while.
The strap on session was very erotic, Cleo knows how to use it and I was extremely aroused as she fucked me.
She finally brought me off with her hands whilst still fucking me, which produced an explosive, messy result!

I showered afore and after the session in the flat, didn't see Cleo clock watch once and believe that shje genuinely enjoyed out brief, but thoroughly filthy, fun!

I will certainly be beck to see Cleo again when I am in the area and look forward to spending more time with her then. Thanks very much Cleo, Xxxxx, take care.",10-Oct,"Met Cleo prior to our session and she was stunningly dressed then! Heels, tight leggings, casual t-shirt top all crowned by her short red hair [so sexy].

Once in the session Cleo changed into her Correctional Officer outift as requested, sexy black lingerie underneath.

Cleo is very pretty, has sparkly eyes and a killer smile.

Her pictures are accurate but fail to do her justice.",10-Oct,"Cleo was friendly and chatty, making me feel comfortable and welcome. Had I more time I feel we could have chatted in that post coital moment and whiled away some time, perhaps more talk of her horse and riding.",10-Oct,"I availed myself of a 30 minute dom session with Correctional Officer Cleo, strap on included.

Other services mentioned on her profile were also indulged, including a wonderful face sitting session. Wow",10-Oct
684600,sexycleo,Older lover,Wednesday 2 February,Leeds,In-call,0.5,60,Yes,Yes,Excellent,10,"met at Cloe's apartment which she now has all to herself.
It is very clean and perfectly suited to the activities we had in mind.
It is easy to locate but the final route to the front door takes a little bit of finding. For that reason there are no noise y neighborers.
Perfectly safe with parking not far away.",10-Oct,"This is the section I hate completing. I will have nver been any good writing essays and to me 150 words is a long essay. However in Cloe's case I am not really lost for words - she is everything I could have imagined and more. When I arrived I was offered a shower but having just showered 30 minutes earlier I declined. I hope I was still very fresh for you Cloe.
Because I had arrived early and we had gone up to the apartment together she was not able to get ready for me the way I had asked. But I know she would have done this if I had arrived a little later. AT no time did Cloe look at the clock - in fact I am not sure where there was one. As I said earlier it was me that decided to leave when I realised we were well over my alloted time.
I really enjoyed my time with Cloe and I am sure every man would find her a delight. Treat her kindly because she is an absolute star. 12/10
I will return and I don't say that very often.

XXX",10-Oct,"This box only goes to 10/10 - she was sexy with blond hair but with her bright red hair and professional glasses she looks absolutely divine.
I was early so caught her arriving in her casual out door clothes but she still looked gorgeous and when we got in she changed into her sexy underwear.
Pictures are accurate but the old chestnut don't do her justice could easily apply. 12/10",10-Oct,Very easy to get on with and easy to talk to on a wide range of subjects. I got what I was expecting but a little too quickly on my part so we had a nice chat to fill in the time. It was me who made the move to leave and that was after nearly 40 minutes. 12/10,10-Oct,I am not going to tell you that. - but have no fears every thing on her licks list is available I am absolutly certain. 12/10,10-Oct
684600,sexycleo,qwqwqw,Wednesday 16 June,leeds,In-call,1,100,Yes,Yes,Excellent,9.4,"Easy to find apartment a stone's throw from the City Centre in a modern apartment block.
Spotless apartment very easy and discreet to access.",09-Oct,"On entering the bedroom Cleo slowly and sexily undressed me before sliding down my body to take me in her warm wet mouth. I usually like to take a few minutes before getting down to activities but in this case once Cleo set those gorgeous green eyes on me..................................

Her technique was fantastic, she covered every single aspect of oral perfectly, didn't rush and allowed me to take the initiative equally. Then it was on to the bed, more delicious oral before I began to explore her perfect body. Cleo has perfect breasts with lovely long nipples which I couldn't leave alone for the whole hour, further down I availed myself of her smooth sweet pussy which got very wet when it received the right attention.

Even putting the condom on was an event, which she did very expertly with her mouth. I had to try Cleo in several positions which she participated in enthusiastically, my favourites being with me on top looking down into her pretty green eyes (have I mentioned them before) and with her on top holding those lovely breasts.

Then it was more expert oral with Cleo using her hands to great effect lubricating my cock by sexily salivating down its length. Back to the sex with me taking her from behind holding that lovely round arse before more missionary and finally with her flat on her stomach with me sliding into sweet juicy pussy whilst looking at her great arse and legs.

The climax was something special as well, Cleo taking me in her mouth and hand, again providing her own brand of lubrication which when she does it looks as sexy as fuck. She finnished me off in her hand and it looked great with my spunk running down it, she made me come buckets.

Cleo is class, especially in looks, she is a lady with taste. And those eyes. Must go back.",10-Oct,"This lady has class.
The cliche 'her images don't do her justice' certainly applies in this case, Cleo is a vision, beautifully groomed she clearly takes great care of herself. She wore some very tastefull underwear over a stunning sexy body.",10-Oct,"Cleo was very welcoming, greeting me with a lovely warm sexy smile.",08-Oct,"Her services were as described in her profile, and very nice they were too.",10-Oct
684600,sexycleo,Member Not Active,Thursday 13 May,leeds,In-call,1 hour(s),£100,Yes,Yes,Excellent,9,very safe easy to park clean plesent apartment - no reception - felt safe,10-Oct,"arrived early but Cleo was happy to let me in. Went straight to bedroom - wonderfull kisser very soft lips. Did not go for the full master sub but i think she would. She liked her ass been spanked.
Very soft mouth felt good round my cock.
Judging by how wet she got I can only guess that she had a good time. I very rarley visit a girl twice but with Cleo I think that may have to change. Was offered a shower at the end and she offered to join me but sadly I had to dash off never felt hurried and really enjoyed my time she is a very rare bread a girl that enjys what she does and does what she says on the tin. Treat her right and you will have a good time. Thanks very much Cleo for a wonderful hour untill next time xxxxxxxx xxxx",05-Oct,answered door wearing gown body to die for v sexy face,10-Oct,very friendly chatty - no dissapointments,10-Oct,all services as offered I think she is more submissive than I tried but if I go back will explore a little more,10-Oct
684600,sexycleo,englishgent73,Thursday 15 April,Leeds,In-call,0.5,£60,Yes,Yes,Excellent,10,Virtually new apartment just outside Leeds city centre. Easy to park nearby and discreet as its a shared entrance and no one knows where you're heading,10-Oct,"I've been intrigued with Sexy Cleo for a while, especially the details she gives of her submissive side. Finally, I took the plunge and made a booking through AW, detailing that I wanted to experience a mild submissive. I gave details of specific clothing and underwear and was delighted when she opened the door of her top floor modern flat exactly as I had asked.

This wasn't a full on BDSM session, but more of a gentle play with Cleo always responding to my lead. Throughout, she maintained intense eye contact and acknowledged each suggestion of mine with a kinky smile.

I was able to undress her and then asked her to undress me - this she did very sexily and slowly before administering OWO. I'd felt some dampness under her panties, so decided they should come off and licked a clean and flavoursome shaved pussy. Got some encouraging moans, which I also got playing with her very responsive nipples.

Needless to say, I had to go to some full sex which I won't detail, but was well paced for me (too many girls seem to want to go at 200mph and get you shooting your load as quick as possible!).

So far, so good and Cleo was already joint top for my best punt of all time. However, her ""aftercare"" put her out there all by herself. She kissed gently yet with passion and nustled in as we spent a while chatting and crept over my allotted time. In fact, it was me that suggested that I left (what WAS I thinking?)

I will certainly be visiting again as soon as that tough formula (Time + Cash + Location = Punt) comes in again. Besides, I caught a glimpse at some of her other lingerie as she got her negligee out and wouldn't mind seeing her in it!

I'd recommend being clear upfront what you front from her as I felt it made this punt really special.",10-Oct,"As per profile - pics accurate, but she's much better in the flesh",10-Oct,"Quiet and submissive during the session (as requested), but friendly and chatty afterwards",10-Oct,"Cleo dressed as requested, kissing, owo and sex followed",10-Oct
684600,sexycleo,c20steve,Tuesday 30 March,Leeds,In-call,2 hours,£200,Yes,Yes,Excellent,9.6,"Cleo works form a penthouse apartment she shares with another escort, close to Leeds City Centre. There's free on street parking and whilst I couldn't find a space immediately outside I was able to park just round the corner. The location is easy to find with the postcode, and it helps to have a look at the developer's website. Discretion was no problem.",09-Oct,"Cleo was dressed exactly as requested, and greeted me with a cheeky seductive grin and led me straight to her bedroom. I'm not going into details, suffice it to say that she was very responsive and attentive, made be feel very relaxed and did not disappoint - after 30 years of marriage, I'd forgotten how fresh and exciting sex can be.

Cleo gave every impression of enjoying herself and I certainly came away with the feeling that we had hit it off. I wasn't offered any services other than what I was there for (!) and I opted to shower when I returned home, so can't comment on this. There was no clock watching or sense of being rushed - in fact, Cleo seemed to enjoy an extended period of foreplay without any pressure to hurry along. I'll certainly be back again to see this talented girl. See you soon, Cleo.",09-Oct,"A sexy, slim redhead with a lovely cheeky smile. She dressed exactly as I'd asked in smart dress, sexy underwear and hold up stockings. I love girls in glasses!",10-Oct,"I'd asked Cleo not to be chatty during my visit, and she stuck to that, but we had a relaxed chat before I left - friendly, intelligent, and a good sense of humour.",10-Oct,There's a long list of services on Cleo's profile so naturally I didn't avail myself of all of them - next time we'll be able to explore more...,10-Oct
684600,sexycleo,pavlov,Wednesday 6 January,Leeds,In-call,1 hour(s),£100,Yes,Yes,Excellent,10,"Cleo gave me the address in plenty of time and all that was required was a quick call to get the flat number.
Apartment is modern, clean and warm and is easy to find and in a safe area. The apartment is one of many accessed by a communal entrance - no-one will know what you are really there for!",10-Oct,"I was greeted on arrival by Cleo dressed to kill. I was very keen to get started and I began to tell her what I wanted her to do, after asking her to undress slowly I then told her to undress me, which she did, making me very aroused. Cleo gives exquisite OWO, leaving red lipstick marks as evidence! I returned the favour and stimulated Cleo with my fingers, both of which appeared to be appreciated. Cleo then used her vibrator on herself prior to us having sex in a couple of positions until I had a huge orgasm which left me drained.
I then had a shower before leaving with a satisfied smile on my face.
I did not get the impression that Cleo clock watches. I did leave a few minutes early but that was because I was spent!

Cleo is a lovely, sexy girl with a naughty streak and I cannot recommend her too highly. Treat this lady well. Thanks.xx",10-Oct,"Cleo is as per her photos - absolutely stunning - slim, long legs, short red hair, flawless pale skin.
I had asked Cleo to dress as a slutty secretary and this she did to perfection with red stilettos, hold up stockings, tight black and blouse, glasses and red lipstick. My attention was grabbed instantly Cleo opened the door.",10-Oct,"Cleo is friendly and outgoing, though as she was being submissive at my request, it was I who did most of the talking.
Cleo clearly read my requests when I made the booking and as a result the experience was how I imagined (and fantasised) it would be.",10-Oct,"I requested that Cleo be submissive - though nothing too severe as I am a bit of novice at the whole sub/dom thing. Cleo did everything I told her to do in a very demure and sexy fashion and I think she does like the submissive side of her nature, which helps.",10-Oct
